Data;D1;D2;D3;D4;D5;D6;Arrecadacao_Total;Sena;Rateio_Sena;Quina;Rateio_Quina;Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado
14/02/2007;7;9;30;44;51;60;0;0;0;58;21165.39;4700;260.2;SIM;15792837.51
17/02/2007;1;16;34;36;45;48;0;0;0;68;19914.21;5642;239.1;SIM;18162628.75
24/02/2007;16;24;34;44;54;57;0;0;0;91;18846.39;7679;222.5;SIM;29460722.37
28/02/2007;14;19;20;40;48;52;0;0;0;67;26277.83;5308;330.43;SIM;32541798.04
03/03/2007;2;3;44;47;50;54;0;0;0;82;24621.43;6231;322.79;SIM;36074973.92
07/03/2007;14;15;27;42;44;48;0;1;40484388.84;242;10411.84;14062;178.5;NÃƒO;0
10/03/2007;17;27;32;34;47;56;0;1;1351049.04;90;8578.09;4602;167.13;NÃƒO;0
14/03/2007;8;9;39;44;49;58;0;0;0;33;20408.37;2208;303.87;SIM;10859511.56
17/03/2007;7;22;25;44;59;60;0;0;0;117;9690.08;6520;173.22;SIM;12843555.94
21/03/2007;3;16;19;32;35;58;0;3;4966312.44;177;6635.61;7593;154.1;NÃƒO;0
24/03/2007;6;14;23;34;38;44;0;0;0;42;16051.24;3489;192.5;SIM;1179766.12
28/03/2007;30;38;46;51;56;59;0;0;0;17;43287.28;1465;500.41;SIM;2467562.79
31/03/2007;3;17;24;25;27;44;0;0;0;88;10150.39;7056;126.11;SIM;9795115.03
04/04/2007;3;24;31;42;43;53;0;0;0;59;16966.53;3478;286.73;SIM;11546909.14
07/04/2007;11;15;40;41;42;47;0;0;0;37;25678.52;2924;323.71;SIM;13209593.04
11/04/2007;2;3;17;49;50;59;0;0;0;71;17126.48;4732;256;SIM;15337557.86
14/04/2007;4;18;23;31;37;54;0;2;8889537.74;185;7541.37;8821;157.56;NÃƒO;0
18/04/2007;9;12;34;46;47;57;0;0;0;35;18296.99;3275;194.8;SIM;7624012.41
23/04/2007;2;8;17;22;42;44;0;0;0;111;8602.66;6853;138.82;SIM;9295079.41
25/04/2007;39;40;42;47;59;60;0;1;10840760.96;34;25977.84;2296;383.23;NÃƒO;0
28/04/2007;2;8;11;12;19;35;0;1;1152211.30;99;6650.57;5632;116.46;NÃƒO;0
02/05/2007;15;24;32;50;53;57;0;0;0;25;18975.51;1454;325.04;SIM;830178.33
05/05/2007;8;11;31;33;42;57;0;0;0;47;16053.56;2926;256.9;SIM;6807400.00
09/05/2007;23;26;27;41;51;53;0;0;0;28;31424.15;2694;325.36;SIM;8347183.58
12/05/2007;5;27;36;40;46;48;0;0;0;46;23174.32;3704;286.71;SIM;10212715.83
16/05/2007;10;19;26;28;44;54;0;0;0;51;20699.48;4381;240.06;SIM;12060144.51
19/05/2007;21;22;25;40;51;57;0;0;0;37;32369.99;3453;345.54;SIM;14156101.29
23/05/2007;27;29;42;49;50;51;0;1;16192436.64;57;20414.39;3912;296.32;NÃƒO;0
26/05/2007;8;21;34;40;43;52;0;0;0;26;34488.20;2923;305.61;SIM;8272810.82
30/05/2007;1;5;10;17;47;58;0;0;0;80;12453.39;6225;159.45;SIM;10016284.93
02/06/2007;5;18;31;43;55;58;0;0;0;81;14747.74;4636;256.7;SIM;12106777.43
06/06/2007;4;19;30;34;57;59;0;0;0;70;17932.61;5051;247.59;SIM;14303522.62
09/06/2007;10;20;42;44;52;59;0;0;0;32;39615.01;3024;417.62;SIM;23535080.88
13/06/2007;18;20;24;36;53;58;0;1;26631943.24;153;11566.24;8240;213.95;NÃƒO;0
16/06/2007;4;8;12;41;45;60;0;0;0;30;29219.33;3847;227;SIM;1534014.85
20/06/2007;13;15;20;28;31;36;0;0;0;69;14440.64;4817;206.07;SIM;3277722.23
23/06/2007;11;12;37;38;43;54;0;0;0;33;29970.93;3702;266.16;SIM;5008543.30
27/06/2007;10;28;29;35;42;46;0;0;0;45;21995.08;3852;255.98;SIM;13767454.24
30/06/2007;25;30;37;46;49;51;0;0;0;46;28154.03;4314;299.07;SIM;16033853.70
04/07/2007;4;18;24;43;51;56;0;0;0;99;14336.70;6959;203.19;SIM;18517686.08
07/07/2007;17;41;42;44;45;60;0;1;21492982.24;81;20989.74;6642;255;NÃƒO;0
11/07/2007;21;32;37;52;53;60;0;0;0;13;51899.42;1494;449.89;SIM;1180711.67
14/07/2007;2;11;12;14;22;39;0;0;0;56;15846.82;4752;186.05;SIM;10204577.30
18/07/2007;4;13;31;33;47;51;0;0;0;114;9254.88;6503;161.63;SIM;12050926.17
21/07/2007;17;33;37;50;55;59;0;0;0;100;12422.33;5764;214.7;SIM;14224834.41
25/07/2007;1;12;21;32;34;44;0;0;0;79;15886.22;4885;255.94;SIM;16421104.66
28/07/2007;24;40;50;52;54;60;0;1;18947548.96;50;28873.65;3672;391.67;NÃƒO;0
01/08/2007;20;24;34;39;54;60;0;0;0;21;30883.09;1733;372.81;SIM;8190614.89
04/08/2007;7;9;17;21;22;54;0;0;0;105;10715.07;6983;160.51;SIM;10159508.19
08/08/2007;15;16;19;22;34;35;0;0;0;92;13781.11;6400;197.35;SIM;12378266.60
11/08/2007;1;19;42;44;49;52;0;0;0;54;28078.08;4782;315.87;SIM;15031644.65
15/08/2007;3;18;26;51;53;56;0;0;0;105;14747.51;6595;233.91;SIM;17741499.79
18/08/2007;20;24;28;37;41;44;0;0;0;59;31502.25;6653;278.31;SIM;30139459.45
22/08/2007;2;41;43;55;57;58;0;0;0;82;29366.19;6473;370.6;SIM;34353506.77
25/08/2007;5;11;22;31;35;41;0;0;0;98;31002.68;10769;281.06;SIM;39670465.09
29/08/2007;7;21;22;43;46;57;0;0;0;212;18019.32;16644;228.65;SIM;46355633.71
01/09/2007;3;4;8;30;45;54;0;2;27782053.83;596;8828.84;27120;193.29;NÃƒO;0
05/09/2007;18;20;36;53;54;58;0;0;0;948;951.79;3559;252.57;SIM;20867361.42
08/09/2007;4;18;21;34;38;59;0;1;23334752.92;89;15842.00;6184;227.14;NÃƒO;0
12/09/2007;13;16;32;33;34;56;0;0;0;100;9381.13;5617;166.39;SIM;1641698.41
15/09/2007;18;23;50;52;55;58;0;0;0;68;17237.57;3490;334.59;SIM;3692969.85
19/09/2007;5;17;20;32;41;55;0;0;0;62;19346.40;4688;254.89;SIM;5792054.30
22/09/2007;32;44;48;51;53;59;0;0;0;72;18874.08;4007;337.86;SIM;15768458.93
26/09/2007;2;4;15;16;55;57;0;1;18405503.18;89;16931.26;6223;241.23;NÃƒO;0
29/09/2007;7;14;24;29;35;39;0;1;1583115.71;49;18461.99;4239;212.6;NÃƒO;0
03/10/2007;9;36;37;41;51;53;0;0;0;25;32080.72;2244;356.05;SIM;1403531.54
06/10/2007;1;9;19;25;50;52;0;0;0;120;8660.71;6205;166.86;SIM;3222281.26
10/10/2007;17;22;26;28;38;42;0;0;0;48;21301.42;4586;222.11;SIM;11605715.34
13/10/2007;3;15;27;29;36;53;0;0;0;107;10618.33;6512;173.81;SIM;13593997.94
17/10/2007;1;6;28;29;46;49;0;1;15981772.55;63;21657.82;5376;252.84;NÃƒO;0
20/10/2007;4;19;21;26;29;54;0;0;0;62;13412.10;4474;185.16;SIM;1455212.96
24/10/2007;14;30;36;38;46;59;0;1;2915782.13;27;30911.51;2683;309.9;NÃƒO;0
27/10/2007;9;12;23;33;45;51;0;0;0;64;12406.06;4731;167.2;SIM;7590419.67
31/10/2007;17;20;26;28;48;49;0;1;9448268.16;44;24127.91;3580;295.43;NÃƒO;0
03/11/2007;5;28;33;36;37;38;0;0;0;144;4648.18;3220;207.09;SIM;1171341.29
07/11/2007;23;25;30;46;47;59;0;0;0;61;14133.49;3491;246.03;SIM;2680091.97
10/11/2007;4;8;12;38;44;52;0;0;0;135;7591.36;6883;148.33;SIM;4473550.36
14/11/2007;3;25;31;41;43;60;0;0;0;37;28441.93;3505;299.1;SIM;12153032.42
17/11/2007;5;17;24;52;55;57;0;0;0;94;12657.72;6584;180.04;SIM;14235226.59
21/11/2007;1;9;35;41;48;57;0;0;0;62;21395.20;4365;302.75;SIM;16556605.48
24/11/2007;12;13;19;41;45;49;0;0;0;136;11821.04;8735;183.36;SIM;19370014.34
28/11/2007;2;15;39;50;53;57;0;0;0;90;19370.44;6122;283.68;SIM;22420857.89
01/12/2007;2;20;21;27;51;60;0;0;0;90;22081.88;7236;273.61;SIM;35717127.33
05/12/2007;8;22;36;37;46;52;0;1;40628613.64;132;21261.85;10214;273.74;NÃƒO;0
08/12/2007;21;33;34;40;41;59;0;0;0;24;35599.69;2019;421.58;SIM;1495186.73
12/12/2007;19;23;26;31;33;36;0;0;0;45;20517.91;3499;262.88;SIM;3110971.95
15/12/2007;4;10;32;33;49;60;18230080.50;1;5077029.42;43;26127.01;4246;263.59;NÃƒO;0
19/12/2007;16;27;35;39;49;57;0;0;0;42;18094.16;3095;244.61;SIM;9414519.05
22/12/2007;20;28;37;46;49;55;0;0;0;73;18344.90;5481;243.81;SIM;11758079.40
31/12/2007;7;17;19;34;36;39;0;0;0;245;9393.97;14573;157.93;SIM;15785742.06
05/01/2008;2;17;21;36;42;53;0;1;19685655.01;196;11370.01;10515;211.94;NÃƒO;0
09/01/2008;8;14;25;39;45;51;0;0;0;66;11712.22;3308;233.68;SIM;1352761.06
12/01/2008;1;3;21;25;44;48;0;0;0;55;17289.83;5101;186.42;SIM;12508366.08
16/01/2008;7;13;18;29;31;45;0;0;0;243;5396.61;10898;120.33;SIM;14803274.65
19/01/2008;5;14;22;29;33;44;0;2;8699137.89;144;10297.63;9280;159.79;NÃƒO;0
23/01/2008;2;21;22;30;41;52;0;0;0;20;36413.65;1763;413.09;SIM;1274477.80
26/01/2008;15;27;35;50;57;59;0;0;0;39;23406.66;3235;282.18;SIM;2871982.33
30/01/2008;6;19;23;37;49;50;0;0;0;103;9216.78;5670;167.43;SIM;11264174.77
02/02/2008;5;25;31;33;37;51;0;0;0;109;11635.12;6936;182.85;SIM;13483573.63
06/02/2008;10;11;15;27;53;60;0;0;0;37;20206.51;3406;219.51;SIM;14791945.07
09/02/2008;5;8;18;42;52;59;0;0;0;73;20890.58;5310;287.2;SIM;17460716.85
13/02/2008;3;12;23;41;47;58;0;1;20498366.41;116;14963.79;7783;223.02;NÃƒO;0
16/02/2008;16;37;43;52;58;59;0;0;0;21;38432.28;2669;302.39;SIM;9017085.00
20/02/2008;4;8;27;44;54;59;0;0;0;118;9974.16;6615;177.92;SIM;11076748.93
23/02/2008;1;5;12;47;52;59;0;0;0;92;15029.80;6373;216.97;SIM;13496546.46
27/02/2008;3;5;11;14;33;58;0;1;16035424.27;95;15271.45;8955;162.01;NÃƒO;0
01/03/2008;22;41;44;46;52;54;0;0;0;30;27177.27;2141;380.81;SIM;1426806.41
05/03/2008;1;23;41;44;51;52;0;0;0;28;31580.90;2679;330.08;SIM;10111849.01
08/03/2008;23;41;42;48;49;59;0;0;0;43;30111.09;3953;327.54;SIM;12377708.64
12/03/2008;14;24;34;39;49;55;0;0;0;41;33969.92;3894;357.67;SIM;14815050.33
15/03/2008;2;11;18;27;30;54;0;0;0;132;11947.28;7126;221.31;SIM;17574870.51
19/03/2008;1;16;39;42;48;55;0;1;20509951.37;71;23622.38;5055;331.79;NÃƒO;0
22/03/2008;5;8;18;24;33;57;0;0;0;81;7848.36;5213;121.95;SIM;9334367.34
26/03/2008;5;12;21;32;33;35;0;2;5678963.92;90;12848.01;6180;187.11;NÃƒO;0
29/03/2008;46;47;51;54;57;59;0;1;1385109.95;38;20828.72;2468;320.7;NÃƒO;0
02/04/2008;24;25;32;34;50;57;0;0;0;24;30247.28;2210;328.48;SIM;1270385.50
05/04/2008;7;13;22;33;48;51;0;3;978205.14;269;3535.28;8718;109.09;NÃƒO;0
09/04/2008;3;5;11;33;39;57;0;0;0;138;5376.40;7139;103.93;SIM;6756745.86
12/04/2008;6;18;19;33;34;53;0;0;0;73;15299.06;4852;230.18;SIM;8711201.48
16/04/2008;2;4;16;21;36;53;0;0;0;81;15330.15;7193;172.63;SIM;10884250.08
19/04/2008;2;11;40;48;49;55;0;1;13272508.39;41;33285.83;3554;384;NÃƒO;0
23/04/2008;15;17;37;48;50;59;0;0;0;30;20269.81;2644;229.99;SIM;1064165.04
26/04/2008;8;13;20;26;33;42;0;0;0;125;7097.23;6128;144.77;SIM;9139860.10
30/04/2008;5;30;36;39;57;58;0;0;0;61;18625.79;3934;288.81;SIM;11128162.61
03/05/2008;1;4;26;28;41;58;0;0;0;55;21206.52;4397;265.26;SIM;13169290.24
07/05/2008;5;13;14;18;30;57;0;0;0;91;15768.06;7445;192.74;SIM;15680353.75
10/05/2008;1;4;13;30;51;60;0;0;0;124;13308.65;9572;172.41;SIM;18568330.65
14/05/2008;13;25;35;41;50;56;0;1;21823614.22;82;22684.90;6898;269.67;NÃƒO;0
17/05/2008;5;21;28;34;54;57;0;3;3712467.76;108;10992.48;6144;193.23;NÃƒO;0
21/05/2008;4;11;14;33;44;45;0;0;0;66;11508.75;4390;173.02;SIM;1329260.36
24/05/2008;15;18;31;33;34;56;0;3;912435.75;723;1112.86;4082;197.11;NÃƒO;0
28/05/2008;1;8;30;36;47;53;0;0;0;36;19679.25;2274;311.55;SIM;1239792.94
31/05/2008;12;16;20;31;38;45;0;0;0;93;10307.56;4213;227.53;SIM;8440373.33
04/06/2008;9;30;33;37;40;41;0;0;0;55;25191.37;4524;306.26;SIM;10865043.23
07/06/2008;14;23;25;28;38;53;0;0;0;74;21152.88;6395;244.77;SIM;13604340.57
11/06/2008;3;5;7;9;17;32;0;1;16584111.63;452;3767.10;24482;69.55;NÃƒO;0
14/06/2008;12;16;18;27;42;58;0;0;0;69;13220.26;4616;197.61;SIM;1596346.74
18/06/2008;3;15;28;31;39;51;0;0;0;42;23261.38;3714;263.05;SIM;11484484.11
21/06/2008;15;17;29;35;36;59;0;0;0;88;16054.57;6837;206.64;SIM;13956888.71
25/06/2008;1;8;34;41;53;58;0;0;0;74;20200.29;4974;300.53;SIM;16572825.97
28/06/2008;8;12;24;40;43;49;0;0;0;125;14102.62;8510;207.15;SIM;19657775.24
02/07/2008;16;22;32;38;40;45;0;1;24038180.79;244;10258.56;9930;252.07;NÃƒO;0
05/07/2008;4;10;20;43;46;47;0;0;0;38;26313.69;2643;378.33;SIM;11966686.94
09/07/2008;4;16;18;46;56;59;0;0;0;55;26215.60;4846;297.54;SIM;14489938.27
12/07/2008;6;15;19;24;31;32;0;0;0;120;15043.78;7953;226.99;SIM;17649132.28
16/07/2008;13;27;31;34;47;58;0;0;0;193;10707.60;10923;189.19;SIM;21265623.87
19/07/2008;8;17;46;48;56;60;0;0;0;73;31767.36;6874;337.36;SIM;25323903.99
23/07/2008;2;21;27;29;32;38;0;0;0;130;23437.38;10296;295.93;SIM;44005353.43
26/07/2008;2;10;15;18;29;39;0;2;26586140.51;290;18062.91;20863;251.08;NÃƒO;0
30/07/2008;8;9;15;38;41;60;0;0;0;36;26823.95;3028;318.91;SIM;1689908.71
02/08/2008;1;4;6;8;25;28;0;0;0;330;3731.21;13216;93.17;SIM;3844685.43
06/08/2008;5;24;25;26;42;60;0;0;0;68;18539.43;5121;246.18;SIM;6166992.80
09/08/2008;3;20;29;40;44;58;0;0;0;47;31786.28;3838;389.25;SIM;21402602.80
13/08/2008;4;16;31;36;54;55;0;0;0;76;24991.48;6790;279.73;SIM;24901410.33
16/08/2008;7;15;20;21;23;29;0;2;14458257.67;165;13209.87;11901;183.15;NÃƒO;0
20/08/2008;9;17;18;32;53;55;0;0;0;40;22382.42;3203;279.52;SIM;1649230.73
23/08/2008;3;4;21;22;28;32;0;0;0;40;27708.98;4526;244.89;SIM;3690945.05
27/08/2008;18;24;36;44;55;58;0;0;0;103;11227.56;6681;173.09;SIM;14203313.76
30/08/2008;29;38;39;49;53;58;0;0;0;41;42451.22;3771;461.55;SIM;17409498.46
03/09/2008;12;15;27;37;51;60;0;0;0;87;22084.42;7074;271.6;SIM;20948817.14
06/09/2008;3;7;25;31;40;58;0;1;24880988.57;174;12267.86;10015;213.14;NÃƒO;0
10/09/2008;5;10;16;23;26;27;0;1;1609524.90;86;10159.79;5694;153.45;NÃƒO;0
13/09/2008;29;40;43;44;45;47;0;0;0;34;27732.08;2419;389.79;SIM;10552054.80
17/09/2008;4;6;12;37;41;42;0;1;12989451.54;67;19748.63;5871;225.37;NÃƒO;0
20/09/2008;2;4;17;33;48;55;0;1;1675260.09;136;6686.96;5935;153.23;NÃƒO;0
24/09/2008;4;27;36;37;49;52;0;0;0;46;17494.40;2884;279.04;SIM;1482420.65
27/09/2008;7;13;15;34;42;48;0;0;0;159;6334.47;8123;124;SIM;3337751.69
01/10/2008;1;6;12;29;34;58;0;2;2591825.61;111;9027.57;5083;197.14;NÃƒO;0
04/10/2008;2;3;13;37;46;54;0;0;0;61;18487.52;4679;241.02;SIM;7920807.17
08/10/2008;2;11;21;30;35;52;0;0;0;113;10999.46;3889;319.6;SIM;10210432.01
11/10/2008;14;19;40;47;55;58;0;0;0;43;34250.51;3755;392.21;SIM;12923432.48
15/10/2008;7;9;12;19;20;41;0;1;15668367.92;178;8371.40;10125;147.17;NÃƒO;0
18/10/2008;8;9;25;41;57;60;0;0;0;65;13760.77;3861;231.66;SIM;8859049.04
22/10/2008;3;8;17;26;28;49;0;0;0;110;11111.50;8105;150.81;SIM;11110589.81
25/10/2008;5;9;11;20;25;60;0;1;13814409.97;174;8435.56;9476;154.89;NÃƒO;0
29/10/2008;6;19;31;34;51;56;0;0;0;36;21980.86;2885;274.29;SIM;1457677.69
01/11/2008;9;24;44;51;55;58;0;0;0;35;29464.79;4170;247.31;SIM;3357381.15
05/11/2008;4;13;23;29;46;47;0;0;0;77;14084.12;6124;177.09;SIM;11835965.99
08/11/2008;1;2;19;32;39;52;0;0;0;56;27920.81;4646;336.54;SIM;14716218.54
12/11/2008;2;33;42;43;51;55;0;1;17819642.97;46;36624.26;4247;396.69;NÃƒO;0
16/11/2008;5;21;31;39;40;56;0;0;0;21;31512.19;1505;439.7;SIM;1219024.12
19/11/2008;2;7;8;18;40;45;0;0;0;65;14980.07;4937;197.23;SIM;3012691.11
22/11/2008;18;22;28;29;39;53;0;0;0;23;48677.51;2722;411.31;SIM;12026299.10
26/11/2008;10;27;28;29;40;52;0;0;0;34;44097.09;3705;404.67;SIM;14788169.28
29/11/2008;6;10;17;33;51;53;0;0;0;92;19600.34;7192;250.73;SIM;18109910.47
03/12/2008;18;20;33;44;47;60;0;0;0;112;19031.09;6992;304.85;SIM;22036323.69
06/12/2008;20;26;34;51;52;54;0;0;0;66;39415.99;5453;477.07;SIM;26828477.85
10/12/2008;5;16;17;20;24;32;0;1;32271347.11;262;11277.48;17979;164.34;NÃƒO;0
13/12/2008;1;8;23;37;54;57;0;0;0;123;12938.02;7495;212.33;SIM;15656941.29
17/12/2008;24;33;40;43;46;49;0;1;19067463.74;59;31380.11;5508;336.14;NÃƒO;0
20/12/2008;15;16;26;29;43;57;0;0;0;49;22063.82;3682;293.63;SIM;1991549.91
24/12/2008;5;6;17;33;39;54;0;0;0;83;13662.29;6445;175.95;SIM;4080441.78
27/12/2008;1;3;18;20;42;49;0;0;0;61;19548.37;4635;257.27;SIM;29557027.04
31/12/2008;1;11;26;51;59;60;0;0;0;289;14028.04;19044;212.88;SIM;37025110.94
03/01/2009;10;27;36;39;41;52;0;1;44550370.27;177;23079.89;11703;349.07;NÃƒO;0
07/01/2009;4;36;44;46;53;56;19059299.00;0;0;27;41327.23;3108;359.02;SIM;2055486.11
10/01/2009;6;7;28;35;43;51;0;0;0;80;16894.25;5438;248.54;SIM;4545165.59
14/01/2009;2;20;24;27;36;52;0;0;0;96;15555.92;6631;225.21;SIM;21306617.42
17/01/2009;1;6;28;39;44;55;0;0;0;66;31738.53;6431;325.73;SIM;25165354.54
21/01/2009;10;12;36;44;54;57;0;1;29372147.91;82;27849.85;8071;282.95;NÃƒO;0
24/01/2009;13;18;25;30;46;51;0;0;0;79;13627.16;4761;226.12;SIM;1983110.38
28/01/2009;14;21;25;48;51;60;0;0;0;35;33115.91;3197;362.55;SIM;4118214.61
31/01/2009;10;11;13;35;39;58;0;0;0;79;17589.08;6346;218.96;SIM;15945179.95
04/02/2009;1;5;6;17;31;50;0;0;0;102;17541.75;8623;207.5;SIM;19241182.43
07/02/2009;28;40;42;54;55;57;35145764.50;1;23031543.81;49;41992.34;4875;422.08;NÃƒO;0
11/02/2009;1;2;8;10;14;48;0;0;0;148;6309.40;8110;115.14;SIM;1720141.14
14/02/2009;3;16;21;28;38;57;0;1;3901088.76;70;16913.47;4990;237.26;NÃƒO;0
18/02/2009;2;5;17;29;34;52;0;1;1636050.81;143;6210.78;6295;141.09;NÃƒO;0
21/02/2009;14;24;26;33;45;60;0;0;0;66;18549.47;4590;266.73;SIM;10189998.98
25/02/2009;7;10;11;13;43;57;0;0;0;66;11893.94;5281;148.65;SIM;11636051.15
28/02/2009;8;11;15;16;52;57;27092243.50;1;14557865.34;77;20599.07;5743;276.18;NÃƒO;0
04/03/2009;15;27;34;42;49;53;0;1;1629650.34;112;7898.82;4385;201.75;NÃƒO;0
07/03/2009;13;14;18;27;41;60;0;0;0;37;26092.87;3567;270.66;SIM;8083746.30
11/03/2009;12;15;16;20;27;32;0;2;5273833.35;86;15552.99;6311;211.94;NÃƒO;0
14/03/2009;6;8;38;50;53;59;0;1;1872397.32;23;44193.23;2350;432.53;NÃƒO;0
18/03/2009;2;3;4;15;49;59;0;0;0;46;18772.07;3923;220.12;SIM;1590685.29
21/03/2009;18;20;24;45;51;57;0;1;3671709.67;50;22593.98;3853;293.2;NÃƒO;0
25/03/2009;1;12;14;16;37;45;0;1;1600783.97;63;13793.60;4089;212.52;NÃƒO;0
28/03/2009;1;3;16;18;41;42;0;1;8287163.48;60;20333.07;5220;233.71;NÃƒO;0
01/04/2009;9;21;23;30;41;56;0;0;0;29;29790.04;2579;334.98;SIM;1591415.12
04/04/2009;2;8;23;33;37;55;0;0;0;114;9967.04;6442;176.38;SIM;3684492.68
08/04/2009;1;22;44;47;49;50;0;0;0;68;17776.43;4202;287.67;SIM;5911224.82
11/04/2009;4;16;19;28;29;49;0;0;0;74;15699.66;5517;210.58;SIM;14524789.16
15/04/2009;7;19;30;39;43;57;0;0;0;72;23596.92;6501;261.34;SIM;17654485.48
18/04/2009;6;10;25;32;43;49;0;0;0;115;18205.45;8153;256.79;SIM;21511165.79
22/04/2009;4;10;14;25;28;56;0;0;0;172;11762.29;10795;267.73;SIM;25237954.47
25/04/2009;25;27;44;47;48;57;0;0;0;146;19264.05;10795;372.2;SIM;30418969.33
29/04/2009;9;17;28;45;49;53;0;1;36400425.15;275;11807.55;16287;284.8;NÃƒO;0
02/05/2009;5;8;16;23;41;53;0;2;8120833.45;302;4478.33;8729;221.34;NÃƒO;0
06/05/2009;5;7;37;43;53;54;0;0;0;56;17508.53;3846;364.19;SIM;1806143.13
09/05/2009;9;18;19;43;47;54;0;0;0;47;27186.35;4915;371.38;SIM;4159908.54
13/05/2009;8;25;32;34;36;44;0;0;0;66;20356.35;5305;361.79;SIM;6634811.63
16/05/2009;3;10;23;29;47;50;0;0;0;111;13830.94;7099;308.94;SIM;16976970.12
20/05/2009;10;12;16;21;39;53;0;0;0;119;15845.68;7179;375.22;SIM;20450510.01
23/05/2009;4;10;19;32;33;42;0;0;0;102;21442.45;8656;360.96;SIM;24479432.11
27/05/2009;5;6;9;11;18;37;41658547.00;2;14486088.42;300;8129.73;19219;181.28;NÃƒO;0
30/05/2009;3;6;34;41;43;45;18069091.25;0;0;47;22507.73;3645;414.6;SIM;1948695.28
03/06/2009;5;12;24;28;36;37;19331149.25;1;4033499.58;150;7545.01;8339;193.88;NÃƒO;0
06/06/2009;11;18;20;34;41;56;24493897.75;0;0;59;24305.19;4152;493.39;SIM;12716777.49
10/06/2009;9;16;24;29;52;56;30459672.25;0;0;109;16360.33;7213;353.18;SIM;16001758.39
13/06/2009;4;17;38;40;50;55;31139440.50;0;0;63;28937.66;5460;476.99;SIM;19360050.18
17/06/2009;10;20;23;28;42;43;38208360.75;0;0;70;31956.08;6647;480.75;SIM;23480703.04
20/06/2009;5;20;29;33;40;59;42873020.75;0;0;108;23240.93;7731;463.81;SIM;39437088.95
24/06/2009;12;21;39;40;50;55;60876961.25;0;0;81;44000.86;7674;663.47;SIM;46002479.88
27/06/2009;2;4;6;10;23;45;89142866.75;4;13904065.20;954;5470.55;52159;142.93;NÃƒO;0
01/07/2009;3;20;28;32;36;46;20190770.25;0;0;58;20380.65;4426;381.53;SIM;2177511.76
04/07/2009;6;24;31;35;42;57;25640480.25;0;0;78;19245.30;5886;364.33;SIM;4942757.79
08/07/2009;2;18;20;32;37;48;27422916.50;0;0;93;17263.31;6101;375.93;SIM;23035860.57
11/07/2009;9;20;24;36;40;42;38322847.50;0;0;175;12820.74;10325;310.42;SIM;27168860.47
15/07/2009;17;23;24;27;49;56;46937052.75;0;0;146;18821.58;12471;314.78;SIM;32230875.61
18/07/2009;1;9;30;33;34;40;56228327.75;0;0;130;25322.41;11224;418.98;SIM;38294925.87
22/07/2009;19;23;27;38;41;49;70710811.50;0;0;299;13845.47;18464;320.29;SIM;45920866.95
25/07/2009;9;10;21;36;41;48;92189270.25;1;55863193.02;211;25579.45;18534;416.01;NÃƒO;0
29/07/2009;10;16;21;23;27;36;35408194.50;0;0;168;12339.22;10462;283.06;SIM;24452986.89
01/08/2009;3;13;14;16;41;52;46234424.25;0;0;102;26537.40;9766;395.95;SIM;29439225.73
05/08/2009;1;17;21;33;48;56;50705642.75;1;34907671.59;242;12266.88;13115;323.35;NÃƒO;0
08/08/2009;11;20;21;30;50;52;24632326.25;1;2656519.77;49;29430.83;3434;599.92;NÃƒO;0
12/08/2009;14;31;35;38;44;55;21735883.75;0;0;42;30298.50;3392;535.94;SIM;14459242.92
15/08/2009;7;17;18;33;41;42;34452773.25;0;0;119;16950.03;10353;278.32;SIM;18174867.35
19/08/2009;6;7;10;12;24;57;38343704.00;1;22310116.55;284;7904.40;17901;179.14;NÃƒO;0
22/08/2009;9;11;23;35;46;51;22023282.75;0;0;83;15534.50;5695;323.43;SIM;2375142.54
26/08/2009;10;19;28;41;55;56;23717776.25;0;0;47;29544.00;5696;348.25;SIM;4933030.92
29/08/2009;2;3;6;35;49;58;28992726.00;0;0;95;17867.29;6982;347.29;SIM;18060804.99
02/09/2009;1;15;28;43;50;57;35396452.00;1;21878202.24;135;15350.38;7144;414.39;NÃƒO;0
05/09/2009;4;15;43;47;50;60;20175874.25;0;0;37;31924.48;3139;537.57;SIM;2175905.27
09/09/2009;3;9;20;36;53;54;21516050.00;0;0;85;14819.61;6294;285.91;SIM;4496344.33
12/09/2009;7;9;39;43;44;60;29595212.00;0;0;71;24403.73;5791;427.42;SIM;7688095.88
16/09/2009;6;8;11;14;29;52;30862658.00;0;0;141;12814.67;8371;308.35;SIM;20340725.12
19/09/2009;6;14;26;28;42;45;40292586.00;2;12343077.59;217;10870.72;11277;298.83;NÃƒO;0
23/09/2009;4;9;25;32;33;43;19480656.00;1;2100928.15;52;21932.77;5266;309.39;NÃƒO;0
26/09/2009;4;32;34;43;52;58;20626242.00;0;0;43;28083.09;3283;525.46;SIM;2224476.04
30/09/2009;3;6;29;36;47;59;22419202.00;2;2321158.61;82;16006.62;5947;315.29;NÃƒO;0
03/10/2009;3;15;16;22;25;54;21424482.00;1;2310563.74;65;19297.02;5054;354.54;NÃƒO;0
07/10/2009;18;30;37;41;44;50;25131470.00;0;0;26;56589.75;3005;699.46;SIM;11132729.77
10/10/2009;4;9;13;17;20;47;31648022.00;1;14545870.49;259;7153.85;14186;186.58;NÃƒO;0
14/10/2009;1;6;17;27;35;40;16153514.00;0;0;36;26269.86;3143;429.85;SIM;1742106.23
